kingdom_number,kvk_number,opponent_kingdom,prep_result,battle_result,overall_result,kvk_date,order_index
643,7,641.0,W,W,Win,"Nov 8, 2025",2
643,8,644.0,W,L,Preparation,"Dec 6, 2025",3
643,9,655.0,W,W,Win,"Jan 3, 2026",4
644,6,638.0,L,W,Battle,"Oct 11, 2025",1
644,7,673.0,L,L,Loss,"Nov 8, 2025",2
644,8,643.0,L,W,Battle,"Dec 6, 2025",3
644,9,626.0,L,W,Battle,"Jan 3, 2026",4
645,6,648.0,W,W,Win,"Oct 11, 2025",1
645,7,658.0,L,L,Loss,"Nov 8, 2025",2
645,8,663.0,L,L,Loss,"Dec 6, 2025",3
645,9,612.0,W,W,Win,"Jan 3, 2026",4
646,6,642.0,W,W,Win,"Oct 11, 2025",1
646,7,662.0,L,L,Loss,"Nov 8, 2025",2
646,8,631.0,L,L,Loss,"Dec 6, 2025",3
646,9,637.0,W,W,Win,"Jan 3, 2026",4
647,6,618.0,L,L,Loss,"Oct 11, 2025",1
647,7,669.0,W,L,Preparation,"Nov 8, 2025",2
647,8,701.0,W,L,Preparation,"Dec 6, 2025",3
647,9,660.0,W,W,Win,"Jan 3, 2026",4
648,6,645.0,L,L,Loss,"Oct 11, 2025",1
648,7,635.0,W,W,Win,"Nov 8, 2025",2
648,8,599.0,W,W,Win,"Dec 6, 2025",3
648,9,611.0,W,W,Win,"Jan 3, 2026",4
649,6,640.0,L,L,Loss,"Oct 11, 2025",1
649,7,657.0,L,W,Battle,"Nov 8, 2025",2
649,8,658.0,L,W,Battle,"Dec 6, 2025",3
649,9,613.0,L,L,Loss,"Jan 3, 2026",4
650,6,654.0,L,W,Battle,"Oct 11, 2025",1
650,7,639.0,L,L,Loss,"Nov 8, 2025",2
650,8,668.0,L,W,Battle,"Dec 6, 2025",3
650,9,674.0,L,W,Battle,"Jan 3, 2026",4
651,6,667.0,L,L,Loss,"Oct 11, 2025",1
651,7,640.0,L,L,Loss,"Nov 8, 2025",2
651,8,593.0,W,W,Win,"Dec 6, 2025",3
651,9,664.0,W,L,Preparation,"Jan 3, 2026",4
652,6,653.0,W,W,Win,"Oct 11, 2025",1
652,7,667.0,W,W,Win,"Nov 8, 2025",2
652,8,591.0,W,W,Win,"Dec 6, 2025",3
652,9,673.0,L,W,Battle,"Jan 3, 2026",4
653,6,652.0,L,L,Loss,"Oct 11, 2025",1
653,7,634.0,W,W,Win,"Nov 8, 2025",2
653,8,589.0,L,L,Loss,"Dec 6, 2025",3
653,9,659.0,L,L,Loss,"Jan 3, 2026",4
654,6,650.0,W,L,Preparation,"Oct 11, 2025",1
654,7,660.0,W,W,Win,"Nov 8, 2025",2
654,8,614.0,L,L,Loss,"Dec 6, 2025",3
654,9,668.0,W,L,Preparation,"Jan 3, 2026",4
655,6,656.0,L,W,Battle,"Oct 11, 2025",1
655,7,638.0,L,L,Loss,"Nov 8, 2025",2
655,8,602.0,L,L,Loss,"Dec 6, 2025",3
655,9,643.0,L,L,Loss,"Jan 3, 2026",4
656,6,655.0,W,L,Preparation,"Oct 11, 2025",1
656,7,659.0,L,W,Battle,"Nov 8, 2025",2
656,8,641.0,W,L,Preparation,"Dec 6, 2025",3
656,9,592.0,W,W,Win,"Jan 3, 2026",4
657,6,670.0,L,L,Loss,"Oct 11, 2025",1
657,7,649.0,W,L,Preparation,"Nov 8, 2025",2
657,8,667.0,L,W,Battle,"Dec 6, 2025",3
657,9,602.0,L,W,Battle,"Jan 3, 2026",4
658,6,671.0,L,W,Battle,"Oct 11, 2025",1
658,7,645.0,W,W,Win,"Nov 8, 2025",2
658,8,649.0,W,L,Preparation,"Dec 6, 2025",3
658,9,634.0,W,W,Win,"Jan 3, 2026",4
659,6,661.0,W,L,Preparation,"Oct 11, 2025",1
659,7,656.0,W,L,Preparation,"Nov 8, 2025",2
659,8,621.0,W,W,Win,"Dec 6, 2025",3
659,9,653.0,W,W,Win,"Jan 3, 2026",4
660,6,664.0,L,L,Loss,"Oct 11, 2025",1
660,7,654.0,L,L,Loss,"Nov 8, 2025",2
660,8,603.0,L,L,Loss,"Dec 6, 2025",3
660,9,647.0,L,L,Loss,"Jan 3, 2026",4
661,6,659.0,L,W,Battle,"Oct 11, 2025",1
661,7,671.0,L,W,Battle,"Nov 8, 2025",2
661,8,640.0,W,L,Preparation,"Dec 6, 2025",3
661,9,588.0,W,W,Win,"Jan 3, 2026",4
662,6,663.0,L,W,Battle,"Oct 11, 2025",1
662,7,646.0,W,W,Win,"Nov 8, 2025",2
662,8,670.0,L,W,Battle,"Dec 6, 2025",3
662,9,638.0,W,L,Preparation,"Jan 3, 2026",4
663,6,662.0,W,L,Preparation,"Oct 11, 2025",1
663,7,632.0,W,W,Win,"Nov 8, 2025",2
663,8,645.0,W,W,Win,"Dec 6, 2025",3
663,9,605.0,W,W,Win,"Jan 3, 2026",4
664,6,660.0,W,W,Win,"Oct 11, 2025",1
664,7,666.0,L,L,Loss,"Nov 8, 2025",2
664,8,595.0,L,W,Battle,"Dec 6, 2025",3
664,9,651.0,L,W,Battle,"Jan 3, 2026",4
665,6,666.0,W,W,Win,"Oct 11, 2025",1
665,7,670.0,W,L,Preparation,"Nov 8, 2025",2
665,8,592.0,W,W,Win,"Dec 6, 2025",3
665,9,671.0,L,W,Battle,"Jan 3, 2026",4
666,6,665.0,L,L,Loss,"Oct 11, 2025",1
666,7,664.0,W,W,Win,"Nov 8, 2025",2
666,8,604.0,W,W,Win,"Dec 6, 2025",3
666,9,597.0,W,L,Preparation,"Jan 3, 2026",4
667,6,651.0,W,W,Win,"Oct 11, 2025",1
667,7,652.0,L,L,Loss,"Nov 8, 2025",2
667,8,657.0,W,L,Preparation,"Dec 6, 2025",3
667,9,633.0,W,W,Win,"Jan 3, 2026",4
668,6,669.0,W,W,Win,"Oct 11, 2025",1
668,7,636.0,W,L,Preparation,"Nov 8, 2025",2
668,8,650.0,W,L,Preparation,"Dec 6, 2025",3
668,9,654.0,L,W,Battle,"Jan 3, 2026",4
669,6,668.0,L,L,Loss,"Oct 11, 2025",1
669,7,647.0,L,W,Battle,"Nov 8, 2025",2
669,8,672.0,L,L,Loss,"Dec 6, 2025",3
669,9,619.0,L,W,Battle,"Jan 3, 2026",4
670,6,657.0,W,W,Win,"Oct 11, 2025",1
670,7,665.0,L,W,Battle,"Nov 8, 2025",2
670,8,662.0,W,L,Preparation,"Dec 6, 2025",3
670,9,639.0,W,W,Win,"Jan 3, 2026",4
671,6,658.0,W,L,Preparation,"Oct 11, 2025",1
671,7,661.0,W,L,Preparation,"Nov 8, 2025",2
671,8,615.0,W,W,Win,"Dec 6, 2025",3
671,9,665.0,W,L,Preparation,"Jan 3, 2026",4
672,6,673.0,L,L,Loss,"Oct 11, 2025",1
672,7,674.0,L,L,Loss,"Nov 8, 2025",2
672,8,669.0,W,W,Win,"Dec 6, 2025",3
672,9,622.0,W,W,Win,"Jan 3, 2026",4
673,6,672.0,W,W,Win,"Oct 11, 2025",1
673,7,644.0,W,W,Win,"Nov 8, 2025",2
673,8,613.0,W,W,Win,"Dec 6, 2025",3
673,9,652.0,W,L,Preparation,"Jan 3, 2026",4
674,6,676.0,W,L,Preparation,"Oct 11, 2025",1
674,7,672.0,W,W,Win,"Nov 8, 2025",2
674,8,618.0,W,W,Win,"Dec 6, 2025",3
674,9,650.0,W,L,Preparation,"Jan 3, 2026",4
675,6,682.0,L,L,Loss,"Oct 11, 2025",1
675,7,707.0,W,W,Win,"Nov 8, 2025",2
675,8,679.0,W,W,Win,"Dec 6, 2025",3
675,9,712.0,W,W,Win,"Jan 3, 2026",4
676,6,674.0,L,W,Battle,"Oct 11, 2025",1
676,7,685.0,L,L,Loss,"Nov 8, 2025",2
676,8,750.0,W,W,Win,"Dec 6, 2025",3
676,9,726.0,L,L,Loss,"Jan 3, 2026",4
677,6,688.0,W,W,Win,"Oct 11, 2025",1
677,7,696.0,W,W,Win,"Nov 8, 2025",2
677,8,749.0,L,L,Loss,"Dec 6, 2025",3
677,9,693.0,L,L,Loss,"Jan 3, 2026",4
678,6,681.0,L,L,Loss,"Oct 11, 2025",1
678,7,710.0,L,L,Loss,"Nov 8, 2025",2
678,8,733.0,L,W,Battle,"Dec 6, 2025",3
678,9,680.0,W,L,Preparation,"Jan 3, 2026",4
679,6,680.0,W,L,Preparation,"Oct 11, 2025",1
679,7,684.0,L,W,Battle,"Nov 8, 2025",2
679,8,675.0,L,L,Loss,"Dec 6, 2025",3
679,9,731.0,L,L,Loss,"Jan 3, 2026",4
680,6,679.0,L,W,Battle,"Oct 11, 2025",1
680,7,716.0,L,L,Loss,"Nov 8, 2025",2
680,8,747.0,L,W,Battle,"Dec 6, 2025",3
680,9,678.0,L,W,Battle,"Jan 3, 2026",4
681,6,678.0,W,W,Win,"Oct 11, 2025",1
681,7,698.0,L,W,Battle,"Nov 8, 2025",2
681,8,683.0,L,L,Loss,"Dec 6, 2025",3
681,9,717.0,L,W,Battle,"Jan 3, 2026",4
682,6,675.0,W,W,Win,"Oct 11, 2025",1
682,7,692.0,W,W,Win,"Nov 8, 2025",2
682,8,736.0,L,L,Loss,"Dec 6, 2025",3
682,9,703.0,L,L,Loss,"Jan 3, 2026",4
683,6,687.0,W,W,Win,"Oct 11, 2025",1
683,7,699.0,L,W,Battle,"Nov 8, 2025",2
683,8,681.0,W,W,Win,"Dec 6, 2025",3
683,9,709.0,L,L,Loss,"Jan 3, 2026",4
684,6,685.0,L,L,Loss,"Oct 11, 2025",1
684,7,679.0,W,L,Preparation,"Nov 8, 2025",2
684,8,732.0,W,W,Win,"Dec 6, 2025",3
684,9,724.0,W,L,Preparation,"Jan 3, 2026",4
685,6,684.0,W,W,Win,"Oct 11, 2025",1
685,7,676.0,W,W,Win,"Nov 8, 2025",2
685,8,744.0,W,W,Win,"Dec 6, 2025",3
685,9,741.0,W,W,Win,"Jan 3, 2026",4
686,6,698.0,W,W,Win,"Oct 11, 2025",1
686,7,717.0,W,W,Win,"Nov 8, 2025",2
686,8,704.0,L,L,Loss,"Dec 6, 2025",3
686,9,746.0,L,L,Loss,"Jan 3, 2026",4
687,6,683.0,L,L,Loss,"Oct 11, 2025",1
687,7,708.0,L,L,Loss,"Nov 8, 2025",2
687,8,739.0,L,W,Battle,"Dec 6, 2025",3
687,9,722.0,W,W,Win,"Jan 3, 2026",4
688,6,677.0,L,L,Loss,"Oct 11, 2025",1
688,7,705.0,L,L,Loss,"Nov 8, 2025",2
688,8,702.0,L,L,Loss,"Dec 6, 2025",3
688,9,701.0,L,W,Battle,"Jan 3, 2026",4
689,6,695.0,L,L,Loss,"Oct 11, 2025",1
689,7,715.0,L,L,Loss,"Nov 8, 2025",2
689,8,696.0,W,W,Win,"Dec 6, 2025",3
689,9,733.0,L,W,Battle,"Jan 3, 2026",4
690,6,692.0,L,W,Battle,"Oct 11, 2025",1
690,7,697.0,L,L,Loss,"Nov 8, 2025",2
690,8,756.0,L,W,Battle,"Dec 6, 2025",3
690,9,728.0,W,W,Win,"Jan 3, 2026",4
691,6,709.0,L,L,Loss,"Oct 11, 2025",1
691,7,711.0,L,L,Loss,"Nov 8, 2025",2
691,8,700.0,W,L,Preparation,"Dec 6, 2025",3
691,9,744.0,L,W,Battle,"Jan 3, 2026",4
692,6,690.0,W,L,Preparation,"Oct 11, 2025",1
692,7,682.0,L,L,Loss,"Nov 8, 2025",2
692,8,757.0,L,L,Loss,"Dec 6, 2025",3
692,9,735.0,W,W,Win,"Jan 3, 2026",4
693,6,699.0,W,L,Preparation,"Oct 11, 2025",1
693,7,702.0,W,W,Win,"Nov 8, 2025",2
693,8,755.0,W,W,Win,"Dec 6, 2025",3
693,9,677.0,W,W,Win,"Jan 3, 2026",4
694,6,703.0,L,W,Battle,"Oct 11, 2025",1
694,7,714.0,W,L,Preparation,"Nov 8, 2025",2
694,8,728.0,L,L,Loss,"Dec 6, 2025",3
694,9,707.0,L,W,Battle,"Jan 3, 2026",4
695,6,689.0,W,W,Win,"Oct 11, 2025",1
695,7,713.0,W,W,Win,"Nov 8, 2025",2
695,8,716.0,W,L,Preparation,"Dec 6, 2025",3
695,9,727.0,W,W,Win,"Jan 3, 2026",4
696,6,712.0,L,L,Loss,"Oct 11, 2025",1
696,7,677.0,L,L,Loss,"Nov 8, 2025",2
696,8,689.0,L,L,Loss,"Dec 6, 2025",3
696,9,754.0,L,L,Loss,"Jan 3, 2026",4
697,6,711.0,L,L,Loss,"Oct 11, 2025",1
697,7,690.0,W,W,Win,"Nov 8, 2025",2
697,8,706.0,L,L,Loss,"Dec 6, 2025",3
697,9,756.0,L,L,Loss,"Jan 3, 2026",4
698,6,686.0,L,L,Loss,"Oct 11, 2025",1
698,7,681.0,W,L,Preparation,"Nov 8, 2025",2
698,8,748.0,L,L,Loss,"Dec 6, 2025",3
698,9,700.0,W,W,Win,"Jan 3, 2026",4
699,6,693.0,L,W,Battle,"Oct 11, 2025",1
699,7,683.0,W,L,Preparation,"Nov 8, 2025",2
699,8,734.0,L,L,Loss,"Dec 6, 2025",3
699,9,718.0,L,W,Battle,"Jan 3, 2026",4
700,6,704.0,W,L,Preparation,"Oct 11, 2025",1
700,7,706.0,W,W,Win,"Nov 8, 2025",2
700,8,691.0,L,W,Battle,"Dec 6, 2025",3
700,9,698.0,L,L,Loss,"Jan 3, 2026",4
701,6,705.0,W,W,Win,"Oct 11, 2025",1
701,7,733.0,L,L,Loss,"Nov 8, 2025",2
701,8,647.0,L,W,Battle,"Dec 6, 2025",3
701,9,688.0,W,L,Preparation,"Jan 3, 2026",4
702,6,708.0,L,L,Loss,"Oct 11, 2025",1
702,7,693.0,L,L,Loss,"Nov 8, 2025",2
702,8,688.0,W,W,Win,"Dec 6, 2025",3
702,9,755.0,L,L,Loss,"Jan 3, 2026",4
703,6,694.0,W,L,Preparation,"Oct 11, 2025",1
703,7,712.0,W,L,Preparation,"Nov 8, 2025",2
703,8,730.0,W,W,Win,"Dec 6, 2025",3
703,9,682.0,W,W,Win,"Jan 3, 2026",4
704,6,700.0,L,W,Battle,"Oct 11, 2025",1
704,7,709.0,L,L,Loss,"Nov 8, 2025",2
704,8,686.0,W,W,Win,"Dec 6, 2025",3
704,9,710.0,W,L,Preparation,"Jan 3, 2026",4
705,6,701.0,L,L,Loss,"Oct 11, 2025",1
705,7,688.0,W,W,Win,"Nov 8, 2025",2
705,8,742.0,L,L,Loss,"Dec 6, 2025",3
705,9,732.0,W,L,Preparation,"Jan 3, 2026",4
706,6,707.0,L,W,Battle,"Oct 11, 2025",1
706,7,700.0,L,L,Loss,"Nov 8, 2025",2
706,8,697.0,W,W,Win,"Dec 6, 2025",3
706,9,739.0,W,W,Win,"Jan 3, 2026",4
707,6,706.0,W,L,Preparation,"Oct 11, 2025",1
707,7,675.0,L,L,Loss,"Nov 8, 2025",2
707,8,726.0,L,L,Loss,"Dec 6, 2025",3
707,9,694.0,W,L,Preparation,"Jan 3, 2026",4
708,6,702.0,W,W,Win,"Oct 11, 2025",1
708,7,687.0,W,W,Win,"Nov 8, 2025",2
708,8,737.0,L,L,Loss,"Dec 6, 2025",3
708,9,713.0,L,W,Battle,"Jan 3, 2026",4
709,6,691.0,W,W,Win,"Oct 11, 2025",1
709,7,704.0,W,W,Win,"Nov 8, 2025",2
709,8,746.0,W,W,Win,"Dec 6, 2025",3
709,9,683.0,W,W,Win,"Jan 3, 2026",4
710,6,716.0,L,W,Battle,"Oct 11, 2025",1
710,7,678.0,W,W,Win,"Nov 8, 2025",2
710,8,711.0,W,W,Win,"Dec 6, 2025",3
710,9,704.0,L,W,Battle,"Jan 3, 2026",4
711,6,697.0,W,W,Win,"Oct 11, 2025",1
711,7,691.0,W,W,Win,"Nov 8, 2025",2
711,8,710.0,L,L,Loss,"Dec 6, 2025",3
711,9,737.0,W,W,Win,"Jan 3, 2026",4
712,6,696.0,W,W,Win,"Oct 11, 2025",1
712,7,703.0,L,W,Battle,"Nov 8, 2025",2
712,8,741.0,W,L,Preparation,"Dec 6, 2025",3
712,9,675.0,L,L,Loss,"Jan 3, 2026",4
713,6,717.0,W,L,Preparation,"Oct 11, 2025",1
713,7,695.0,L,L,Loss,"Nov 8, 2025",2
713,8,714.0,W,W,Win,"Dec 6, 2025",3
713,9,708.0,W,L,Preparation,"Jan 3, 2026",4
714,6,715.0,L,W,Battle,"Oct 11, 2025",1
714,7,694.0,L,W,Battle,"Nov 8, 2025",2
714,8,713.0,L,L,Loss,"Dec 6, 2025",3
714,9,751.0,L,L,Loss,"Jan 3, 2026",4
715,6,714.0,W,L,Preparation,"Oct 11, 2025",1
715,7,689.0,W,W,Win,"Nov 8, 2025",2
715,8,745.0,L,L,Loss,"Dec 6, 2025",3
715,9,725.0,W,L,Preparation,"Jan 3, 2026",4
716,6,710.0,W,L,Preparation,"Oct 11, 2025",1
716,7,680.0,W,W,Win,"Nov 8, 2025",2
716,8,695.0,L,W,Battle,"Dec 6, 2025",3
716,9,740.0,W,W,Win,"Jan 3, 2026",4
717,6,713.0,L,W,Battle,"Oct 11, 2025",1
717,7,686.0,L,L,Loss,"Nov 8, 2025",2
717,8,740.0,L,L,Loss,"Dec 6, 2025",3
717,9,681.0,W,L,Preparation,"Jan 3, 2026",4
718,7,726.0,W,W,Win,"Nov 8, 2025",1
718,8,753.0,W,W,Win,"Dec 6, 2025",2
718,9,699.0,W,L,Preparation,"Jan 3, 2026",3
719,7,734.0,L,W,Battle,"Nov 8, 2025",1
719,8,725.0,W,W,Win,"Dec 6, 2025",2
719,9,748.0,W,W,Win,"Jan 3, 2026",3
720,7,722.0,L,W,Battle,"Nov 8, 2025",1
720,8,727.0,L,L,Loss,"Dec 6, 2025",2
720,9,721.0,W,W,Win,"Jan 3, 2026",3
721,7,737.0,L,W,Battle,"Nov 8, 2025",1
721,8,722.0,W,W,Win,"Dec 6, 2025",2
721,9,720.0,L,L,Loss,"Jan 3, 2026",3
722,7,720.0,W,L,Preparation,"Nov 8, 2025",1
722,8,721.0,L,L,Loss,"Dec 6, 2025",2
722,9,687.0,L,L,Loss,"Jan 3, 2026",3
723,7,748.0,W,L,Preparation,"Nov 8, 2025",1
723,8,738.0,L,L,Loss,"Dec 6, 2025",2
723,9,750.0,W,L,Preparation,"Jan 3, 2026",3
724,7,744.0,L,L,Loss,"Nov 8, 2025",1
724,8,735.0,L,L,Loss,"Dec 6, 2025",2
724,9,684.0,L,W,Battle,"Jan 3, 2026",3
725,7,756.0,W,W,Win,"Nov 8, 2025",1
725,8,719.0,L,L,Loss,"Dec 6, 2025",2
725,9,715.0,L,W,Battle,"Jan 3, 2026",3
726,7,718.0,L,L,Loss,"Nov 8, 2025",1
726,8,707.0,W,W,Win,"Dec 6, 2025",2
726,9,676.0,W,W,Win,"Jan 3, 2026",3
727,7,745.0,W,W,Win,"Nov 8, 2025",1
727,8,720.0,W,W,Win,"Dec 6, 2025",2
727,9,695.0,L,L,Loss,"Jan 3, 2026",3
728,7,752.0,L,L,Loss,"Nov 8, 2025",1
728,8,694.0,W,W,Win,"Dec 6, 2025",2
728,9,690.0,L,L,Loss,"Jan 3, 2026",3
729,7,736.0,W,L,Preparation,"Nov 8, 2025",1
729,8,758.0,L,L,Loss,"Dec 6, 2025",2
729,9,734.0,L,L,Loss,"Jan 3, 2026",3
730,7,751.0,L,L,Loss,"Nov 8, 2025",1
730,8,703.0,L,L,Loss,"Dec 6, 2025",2
730,9,742.0,W,W,Win,"Jan 3, 2026",3
731,7,754.0,W,W,Win,"Nov 8, 2025",1
731,8,743.0,L,L,Loss,"Dec 6, 2025",2
731,9,679.0,W,W,Win,"Jan 3, 2026",3
732,7,742.0,L,L,Loss,"Nov 8, 2025",1
732,8,684.0,L,L,Loss,"Dec 6, 2025",2
732,9,705.0,L,W,Battle,"Jan 3, 2026",3
733,7,701.0,W,W,Win,"Nov 8, 2025",1
733,8,678.0,W,L,Preparation,"Dec 6, 2025",2
733,9,689.0,W,L,Preparation,"Jan 3, 2026",3
734,7,719.0,W,L,Preparation,"Nov 8, 2025",1
734,8,699.0,W,W,Win,"Dec 6, 2025",2
734,9,729.0,W,W,Win,"Jan 3, 2026",3
735,7,750.0,W,L,Preparation,"Nov 8, 2025",1
735,8,724.0,W,W,Win,"Dec 6, 2025",2
735,9,692.0,L,L,Loss,"Jan 3, 2026",3
736,7,729.0,L,W,Battle,"Nov 8, 2025",1
736,8,682.0,W,W,Win,"Dec 6, 2025",2
736,9,745.0,L,L,Loss,"Jan 3, 2026",3
737,7,721.0,W,L,Preparation,"Nov 8, 2025",1
737,8,708.0,W,W,Win,"Dec 6, 2025",2
737,9,711.0,L,L,Loss,"Jan 3, 2026",3
738,7,757.0,W,W,Win,"Nov 8, 2025",1
738,8,723.0,W,W,Win,"Dec 6, 2025",2
738,9,758.0,L,W,Battle,"Jan 3, 2026",3
739,7,758.0,L,W,Battle,"Nov 8, 2025",1
739,8,687.0,W,L,Preparation,"Dec 6, 2025",2
739,9,706.0,L,L,Loss,"Jan 3, 2026",3
740,7,746.0,L,L,Loss,"Nov 8, 2025",1
740,8,717.0,W,W,Win,"Dec 6, 2025",2
740,9,716.0,L,L,Loss,"Jan 3, 2026",3
741,7,749.0,L,W,Battle,"Nov 8, 2025",1
741,8,712.0,L,W,Battle,"Dec 6, 2025",2
741,9,685.0,L,L,Loss,"Jan 3, 2026",3
742,7,732.0,W,W,Win,"Nov 8, 2025",1
742,8,705.0,W,W,Win,"Dec 6, 2025",2
742,9,730.0,L,L,Loss,"Jan 3, 2026",3
743,7,753.0,L,L,Loss,"Nov 8, 2025",1
743,8,731.0,W,W,Win,"Dec 6, 2025",2
743,9,752.0,L,L,Loss,"Jan 3, 2026",3
744,7,724.0,W,W,Win,"Nov 8, 2025",1
744,8,685.0,L,L,Loss,"Dec 6, 2025",2
744,9,691.0,W,L,Preparation,"Jan 3, 2026",3
745,7,727.0,L,L,Loss,"Nov 8, 2025",1
745,8,715.0,W,W,Win,"Dec 6, 2025",2
745,9,736.0,W,W,Win,"Jan 3, 2026",3
746,7,740.0,W,W,Win,"Nov 8, 2025",1
746,8,709.0,L,L,Loss,"Dec 6, 2025",2
746,9,686.0,W,W,Win,"Jan 3, 2026",3
747,7,755.0,L,W,Battle,"Nov 8, 2025",1
747,8,680.0,W,L,Preparation,"Dec 6, 2025",2
747,9,753.0,L,L,Loss,"Jan 3, 2026",3
748,7,723.0,L,W,Battle,"Nov 8, 2025",1
748,8,698.0,W,W,Win,"Dec 6, 2025",2
748,9,719.0,L,L,Loss,"Jan 3, 2026",3
749,7,741.0,W,L,Preparation,"Nov 8, 2025",1
749,8,677.0,W,W,Win,"Dec 6, 2025",2
749,9,757.0,L,W,Battle,"Jan 3, 2026",3
750,7,735.0,L,W,Battle,"Nov 8, 2025",1
750,8,676.0,L,L,Loss,"Dec 6, 2025",2
750,9,723.0,L,W,Battle,"Jan 3, 2026",3
751,7,730.0,W,W,Win,"Nov 8, 2025",1
751,8,752.0,L,L,Loss,"Dec 6, 2025",2
751,9,714.0,W,W,Win,"Jan 3, 2026",3
752,7,728.0,W,W,Win,"Nov 8, 2025",1
752,8,751.0,W,W,Win,"Dec 6, 2025",2
752,9,743.0,W,W,Win,"Jan 3, 2026",3
753,7,743.0,W,W,Win,"Nov 8, 2025",1
753,8,718.0,L,L,Loss,"Dec 6, 2025",2
753,9,747.0,W,W,Win,"Jan 3, 2026",3
754,7,731.0,L,L,Loss,"Nov 8, 2025",1
754,8,785.0,W,L,Preparation,"Dec 6, 2025",2
754,9,696.0,W,W,Win,"Jan 3, 2026",3
755,7,747.0,W,L,Preparation,"Nov 8, 2025",1
755,8,693.0,L,L,Loss,"Dec 6, 2025",2
755,9,702.0,W,W,Win,"Jan 3, 2026",3
756,7,725.0,L,L,Loss,"Nov 8, 2025",1
756,8,690.0,W,L,Preparation,"Dec 6, 2025",2
756,9,697.0,W,W,Win,"Jan 3, 2026",3
757,7,738.0,L,L,Loss,"Nov 8, 2025",1
757,8,692.0,W,W,Win,"Dec 6, 2025",2
757,9,749.0,W,L,Preparation,"Jan 3, 2026",3
758,7,739.0,W,L,Preparation,"Nov 8, 2025",1
758,8,729.0,W,W,Win,"Dec 6, 2025",2
758,9,738.0,W,L,Preparation,"Jan 3, 2026",3
759,7,779.0,W,L,Preparation,"Nov 8, 2025",1
759,8,770.0,W,W,Win,"Dec 6, 2025",2
759,9,801.0,L,L,Loss,"Jan 3, 2026",3
760,7,765.0,L,L,Loss,"Nov 8, 2025",1
760,9,835.0,L,W,Battle,"Jan 3, 2026",2
761,7,773.0,L,W,Battle,"Nov 8, 2025",1
761,8,804.0,W,W,Win,"Dec 6, 2025",2
761,9,772.0,L,L,Loss,"Jan 3, 2026",3
762,7,797.0,L,W,Battle,"Nov 8, 2025",1
762,8,780.0,W,W,Win,"Dec 6, 2025",2
762,9,844.0,L,W,Battle,"Jan 3, 2026",3
763,7,774.0,W,W,Win,"Nov 8, 2025",1
763,8,800.0,L,L,Loss,"Dec 6, 2025",2
763,9,824.0,W,W,Win,"Jan 3, 2026",3
764,7,772.0,W,W,Win,"Nov 8, 2025",1
764,8,845.0,W,W,Win,"Dec 6, 2025",2
764,9,798.0,W,L,Preparation,"Jan 3, 2026",3
765,7,760.0,W,W,Win,"Nov 8, 2025",1
765,8,776.0,W,L,Preparation,"Dec 6, 2025",2
765,9,796.0,W,W,Win,"Jan 3, 2026",3
766,7,769.0,L,L,Loss,"Nov 8, 2025",1
766,8,777.0,W,L,Preparation,"Dec 6, 2025",2
766,9,802.0,W,W,Win,"Jan 3, 2026",3
767,7,780.0,W,L,Preparation,"Nov 8, 2025",1
767,8,830.0,L,L,Loss,"Dec 6, 2025",2
767,9,822.0,W,W,Win,"Jan 3, 2026",3
768,7,781.0,L,L,Loss,"Nov 8, 2025",1
768,8,805.0,L,W,Battle,"Dec 6, 2025",2
768,9,776.0,L,L,Loss,"Jan 3, 2026",3
769,7,766.0,W,W,Win,"Nov 8, 2025",1
769,8,773.0,W,L,Preparation,"Dec 6, 2025",2
769,9,827.0,W,W,Win,"Jan 3, 2026",3
770,7,800.0,L,W,Battle,"Nov 8, 2025",1
770,8,759.0,L,L,Loss,"Dec 6, 2025",2
770,9,830.0,W,W,Win,"Jan 3, 2026",3
771,7,802.0,W,W,Win,"Nov 8, 2025",1
771,8,806.0,W,L,Preparation,"Dec 6, 2025",2
771,9,799.0,W,L,Preparation,"Jan 3, 2026",3
772,7,764.0,L,L,Loss,"Nov 8, 2025",1
772,8,798.0,W,L,Preparation,"Dec 6, 2025",2
772,9,761.0,W,W,Win,"Jan 3, 2026",3
773,7,761.0,W,L,Preparation,"Nov 8, 2025",1
773,8,769.0,L,W,Battle,"Dec 6, 2025",2
773,9,820.0,L,L,Loss,"Jan 3, 2026",3
774,7,763.0,L,L,Loss,"Nov 8, 2025",1
774,8,782.0,W,W,Win,"Dec 6, 2025",2
774,9,785.0,W,L,Preparation,"Jan 3, 2026",3
775,7,793.0,L,L,Loss,"Nov 8, 2025",1
775,8,816.0,W,L,Preparation,"Dec 6, 2025",2
775,9,807.0,L,L,Loss,"Jan 3, 2026",3
776,7,787.0,L,L,Loss,"Nov 8, 2025",1
776,8,765.0,L,W,Battle,"Dec 6, 2025",2
776,9,768.0,W,W,Win,"Jan 3, 2026",3
777,7,794.0,W,W,Win,"Nov 8, 2025",1
777,8,766.0,L,W,Battle,"Dec 6, 2025",2
777,9,806.0,W,W,Win,"Jan 3, 2026",3
778,7,801.0,L,L,Loss,"Nov 8, 2025",1
778,8,783.0,L,L,Loss,"Dec 6, 2025",2
778,9,840.0,L,L,Loss,"Jan 3, 2026",3
779,7,759.0,L,W,Battle,"Nov 8, 2025",1
779,8,793.0,L,L,Loss,"Dec 6, 2025",2
